district,period,as_on_date,fy,aadhaar_authentication_number_of_aadhaar_seeded_casa,aadhaar_authentication_number_of_authenticated_casa,aadhaar_authentication_number_of_operative_casa,acp_disbursement_agri_agri_infrastructure,acp_disbursement_agri_ancillary_activities,acp_disbursement_agri_animal_husbandry,acp_disbursement_agri_crop_loan,acp_disbursement_agri_farm_credit_others,acp_disbursement_agri_farm_mechanization,acp_disbursement_agri_fishery,acp_disbursement_agri_forestry_and_wasteland_dev,acp_disbursement_agri_plantation_and_horticulture,acp_disbursement_agri_total_agri_disbursement,acp_disbursement_agri_water_resource,acp_disbursement_msme_cluster_finance,acp_disbursement_msme_kvic,acp_disbursement_msme_kvic_tl,acp_disbursement_msme_kvic_wc,acp_disbursement_msme_medium,acp_disbursement_msme_medium_tl,acp_disbursement_msme_medium_wc,acp_disbursement_msme_micro,acp_disbursement_msme_micro_tl,acp_disbursement_msme_micro_wc,acp_disbursement_msme_msme_total,acp_disbursement_msme_others_under_msmes,acp_disbursement_msme_others_under_msmes_a_c,acp_disbursement_msme_small,acp_disbursement_msme_small_tl,acp_disbursement_msme_small_wc,acp_disbursement_msme_total_msme_disbursement,acp_disbursement_non_ps_acp_nps_disb_pct,acp_disbursement_non_ps_agriculture_nps,acp_disbursement_non_ps_education_nps,acp_disbursement_non_ps_export_credit_nps,acp_disbursement_non_ps_housing_nps,acp_disbursement_non_ps_msme_nps,acp_disbursement_non_ps_nps_target_2024_25,acp_disbursement_non_ps_others_nps,acp_disbursement_non_ps_personal_loans_under_nps,acp_disbursement_non_ps_total_acp_nps,acp_disbursement_other_ps_education_ps,acp_disbursement_other_ps_export_credit,acp_disbursement_other_ps_housing_ps,acp_disbursement_other_ps_informal_credit,acp_disbursement_other_ps_loans_to_weaker,acp_disbursement_other_ps_loans_to_weaker_amt,acp_disbursement_other_ps_loans_to_weaker_no,acp_disbursement_other_ps_other_priority_sector_total,acp_disbursement_other_ps_other_priority_total_sector,acp_disbursement_other_ps_renewable_energy,acp_disbursement_other_ps_social_infrastructure,acp_priority_sector_os_npa_agri_ps_total_o_s_amt,acp_priority_sector_os_npa_agri_ps_total_o_s_no,acp_priority_sector_os_npa_msme_ps_total_o_s_amt,acp_priority_sector_os_npa_msme_ps_total_o_s_no,acp_priority_sector_os_npa_other_ps_total_o_s_amt,acp_priority_sector_os_npa_other_ps_total_o_s_no,acp_priority_sector_os_npa_total_ps_o_s_amt,acp_priority_sector_os_npa_total_ps_o_s_no,acp_target_achievement_agri,acp_target_achievement_agri_and_allied_sector,acp_target_achievement_msme,acp_target_achievement_msme_priority_sector,acp_target_achievement_other_priority_sector,acp_target_achievement_total_priority_sector,agri_npa_agri_infra,agri_npa_agri_total,agri_npa_ancillary_no,agri_npa_farm_credit_crop,agri_npa_farm_credit_term_loan,agri_outstanding_agri_infra,agri_outstanding_agri_total,agri_outstanding_ancillary_no,agri_outstanding_farm_credit_crop,agri_outstanding_farm_credit_term_loan,anky_anby_anpy_bhagwani_horti,anky_anby_anpy_krishi_agri,anky_anby_atma_nirbhar_bhagwani_yojana,anky_anby_atma_nirbhar_krishi_yojana,anppy_anmpy_anmpy_fishery,anppy_anmpy_anppy_animal_husbandry,anppy_anmpy_atma_nirbhar_matsya_palan_yojana,anppy_anmpy_atma_nirbhar_pashu_palan_yojana,atmanirbhar_street_vendors_at_market_place,atmanirbhar_street_vendors_disbursed,atmanirbhar_street_vendors_no_of_applications_sponsored,atmanirbhar_street_vendors_not_disbursed,atmanirbhar_street_vendors_pending,atmanirbhar_street_vendors_picked_up_by_bank,atmanirbhar_street_vendors_sanctioned,atmanirbhar_street_vendors_target,atmanirbhar_street_vendors_withdrawn_rejected,branch_network_adv_rural,branch_network_adv_semi_urban,branch_network_adv_urban,branch_network_atm_rural,branch_network_atm_semi_urban,branch_network_atm_urban,branch_network_bc_fix,branch_network_bc_other,branch_network_bc_total,branch_network_branch_rural,branch_network_branch_semi_urban,branch_network_branch_urban,branch_network_cdr_rural,branch_network_cdr_semi_urban,branch_network_cdr_urban,branch_network_dep_rural,branch_network_dep_semi_urban,branch_network_dep_urban,branch_network_out_of_total_csp_fixed_point_csp,branch_network_out_of_total_csp_outlet_fixed_point_csp_outlets,branch_network_out_of_total_csp_outletother_csp_outlets,branch_network_out_of_total_cspother_csp,branch_network_overall_cd_ratio,branch_network_total_advances,branch_network_total_atm,branch_network_total_branch,branch_network_total_csp,branch_network_total_csp_outlet,branch_network_total_deposit,credit_deposit_ratio_adv_rural,credit_deposit_ratio_adv_semi_urban,credit_deposit_ratio_adv_urban,credit_deposit_ratio_cdr,credit_deposit_ratio_cdr_rural,credit_deposit_ratio_cdr_semi_urban,credit_deposit_ratio_cdr_urban,credit_deposit_ratio_dep_rural,credit_deposit_ratio_dep_semi_urban,credit_deposit_ratio_dep_urban,credit_deposit_ratio_kurung_kumey,credit_deposit_ratio_no_of_branch,credit_deposit_ratio_overall_cd_ratio,credit_deposit_ratio_rs_in_lakh,credit_deposit_ratio_total_advances,credit_deposit_ratio_total_deposit,digital_transactions_bharat_qr_code,digital_transactions_bhim_aadhaar,digital_transactions_bhim_upi,digital_transactions_cards_debit_and_credit,digital_transactions_imps,digital_transactions_ussd,education_loan_disb_amt,education_loan_disb_no,education_loan_o_s_amt,education_loan_o_s_no,education_loan_of_which_girl_student_disb_amt,education_loan_of_which_girl_student_disb_no,education_loan_of_which_girl_student_o_s_amt,education_loan_of_which_girl_student_o_s_no,education_loan_of_which_girl_student_sanctioned_amt,education_loan_of_which_girl_student_sanctioned_no,education_loan_sanctioned_amt,education_loan_sanctioned_no,fi_kcc_aadhaar_authenticated_sb_accounts,fi_kcc_first_time_active_ru_pay_card,fi_kcc_inactive_bc,fi_kcc_ru_pay_card_active_in_pmjdy,fi_kcc_ru_pay_card_issued_in_kcc,flc_report_bank,flc_report_no_of_camps_conducted_during_the_quarter,flc_report_no_of_rural_branches_in_district,flc_report_number_of_rural_branches,govt_sponsored_npa_nrlm_irregular,govt_sponsored_npa_nrlm_npa,govt_sponsored_npa_nrlm_o_s,govt_sponsored_npa_nulm_npa,govt_sponsored_npa_nulm_o_s,govt_sponsored_npa_pmegp_npa,govt_sponsored_npa_pmegp_o_s,govt_sponsored_npa_shg_npa,govt_sponsored_npa_shg_o_s,govt_sponsored_npa_sui_npa,govt_sponsored_npa_sui_o_s,housing_pmay_current_year_disbursed_under_pmay,housing_pmay_housing_loan_eligible_under_pmay_o_s,housing_pmay_housing_loan_nps_o_s,housing_pmay_housing_loan_ps_o_s,housing_pmay_pmay_o_s,housing_pmay_rural_housing_loan_o_s,investment_credit_agri_disbursement_clinic,investment_credit_agri_disbursement_dairy,investment_credit_agri_disbursement_farm_mechanisation,investment_credit_agri_disbursement_farm_production,investment_credit_agri_disbursement_fisheries,investment_credit_agri_disbursement_godown,investment_credit_agri_disbursement_kccs_for_ah_and_allied_activities,investment_credit_agri_disbursement_other,investment_credit_agri_disbursement_poultry,investment_credit_agri_disbursement_total_ic_agri_dis,investment_credit_agri_outstanding_clinic,investment_credit_agri_outstanding_dairy,investment_credit_agri_outstanding_farm_mechanisation,investment_credit_agri_outstanding_farm_production,investment_credit_agri_outstanding_fisheries,investment_credit_agri_outstanding_godown,investment_credit_agri_outstanding_kccs_for_ah_and_allied_activities,investment_credit_agri_outstanding_other,investment_credit_agri_outstanding_poultry,investment_credit_agri_outstanding_total_ic_agri_o_s,jlg_disbursement_amt,jlg_disbursement_no,jlg_outstanding_amt,jlg_outstanding_no,kcc_ah_card_activated,kcc_ah_kcc_disbursement,kcc_ah_kcc_outstanding,kcc_ah_kcc_rupay_card_activated,kcc_ah_kcc_total_outstanding,kcc_ah_no_of_rupay_card_issued,kcc_fishery_card_activated,kcc_fishery_kcc_disbursement,kcc_fishery_kcc_outstanding,kcc_fishery_kcc_rupay_card_activated,kcc_fishery_no_of_rupay_card_issued,kcc_kcc_animal_husbandry_issued_incl_renewal,kcc_kcc_card_activated,kcc_kcc_disbursed_amount_during_quarter,kcc_kcc_disbursement,kcc_kcc_fisheries_issued_incl_renewal,kcc_kcc_for_animal_husbandary_amount_disbursed_during_quarter,kcc_kcc_for_fishery_amount_disbursed_during_quarter,kcc_kcc_outstanding,kcc_no_of_kcc_issued_during_quarter_including_renewal,kcc_no_of_rupay_card_issued,kcc_rupay_card_activated,kcc_total_outstanding,minority_disbursement_buddhists,minority_disbursement_christians,minority_disbursement_jains,minority_disbursement_muslims,minority_disbursement_sikhs,minority_disbursement_total_loan_to_minority,minority_disbursement_zoroastrians,minority_outstanding_buddhists,minority_outstanding_christians,minority_outstanding_jains,minority_outstanding_muslims,minority_outstanding_sikhs,minority_outstanding_total_loan_to_minority,minority_outstanding_zoroastrians,msme_npa_kvic,msme_npa_medium,msme_npa_micro,msme_npa_other_msme,msme_npa_small,msme_npa_total_msme_npa,msme_outstanding_medium,msme_outstanding_medium_no,msme_outstanding_micro,msme_outstanding_micro_no,msme_outstanding_msme_total,msme_outstanding_msme_total_no,msme_outstanding_other_msme,msme_outstanding_other_msme_no,msme_outstanding_small,msme_outstanding_small_no,non_ps_npa_agriculture_nps,non_ps_npa_education_nps,non_ps_npa_housing_nps,non_ps_npa_other_nps,non_ps_npa_personal_loan,non_ps_npa_total_nps_npa,non_ps_outstanding_agriculture_nps,non_ps_outstanding_education_nps,non_ps_outstanding_housing_nps,non_ps_outstanding_other_nps,non_ps_outstanding_personal_loan,non_ps_outstanding_total_nps_npa,non_ps_outstanding_total_nps_o_s,nrlm_current_year_self_help_group,nrlm_nrlm_irregular_a_c,nrlm_nrlm_npa,nrlm_nrlm_npa_pct,nrlm_nrlm_o_s,nrlm_sanctioned,nrlm_self_help_group,nrlm_target,nrlm_target23_24,nrlm_target24_25_no,nulm_sep__i,nulm_sep_group,nulm_shg,nulm_women_shg,other_ps_npa_education_ps,other_ps_npa_export,other_ps_npa_housing_ps,other_ps_npa_other_ps,other_ps_npa_renewable,other_ps_npa_social_infra,other_ps_npa_total_ops_npa,other_ps_outstanding_education_ps,other_ps_outstanding_export,other_ps_outstanding_housing_ps,other_ps_outstanding_ops,other_ps_outstanding_ops_total,other_ps_outstanding_other_ps,other_ps_outstanding_renewable,other_ps_outstanding_social_infra,pmegp_addl_target,pmegp_application_received,pmegp_bank_name,pmegp_disbursed,pmegp_margin_money_rs_in_lacs,pmegp_npa,pmegp_outstanding,pmegp_pending_sanction_no,pmegp_pmegp_npa_pct,pmegp_returned_rejected,pmegp_sanctioned,pmegp_sanctioned_number,pmegp_target,pmegp_target_23_24,pmegp_target_24_25,pmegp_target_in_numbers_implementing_agency_wise,pmegp_total,pmfme_application_sponsored_no,pmfme_loan_under_process,pmfme_loan_under_process_no,pmfme_rejected_no,pmfme_sanctioned,pmfme_sanctioned_no,pmjdy_amt_deposits_held_in_the_a_c,pmjdy_female_no,pmjdy_male_no,pmjdy_no_of_aadhaar_seeded,pmjdy_no_of_rupay_card_activated,pmjdy_no_of_rupay_card_issued,pmjdy_no_of_zero_balance_a_c,pmjdy_rural_no,pmjdy_total_pmjdy_no,pmjdy_urban_no,pmmy_mudra_disbursement_kishore_amt,pmmy_mudra_disbursement_kishore_no,pmmy_mudra_disbursement_sishu_amt,pmmy_mudra_disbursement_sishu_no,pmmy_mudra_disbursement_tarun_amt,pmmy_mudra_disbursement_tarun_no,pmmy_mudra_disbursement_total_mudra_amt,pmmy_mudra_disbursement_total_mudra_no,pmmy_mudra_os_npa_kishore,pmmy_mudra_os_npa_mudra_npa_pct,pmmy_mudra_os_npa_sishu,pmmy_mudra_os_npa_tarun,pmmy_mudra_os_npa_total_mudra,sc_st_finance_sc_disb_amt,sc_st_finance_sc_disb_no,sc_st_finance_sc_o_s_amt,sc_st_finance_sc_o_s_no,sc_st_finance_st_disb_amt,sc_st_finance_st_disb_no,sc_st_finance_st_o_s_amt,sc_st_finance_st_o_s_no,shg_credit_linked,shg_current_fy_credit_linked,shg_current_fy_savings_linked,shg_cy_credit_linked,shg_cy_savings_linked,shg_during_the_quarter_credit_linked,shg_during_the_quarter_savings_linked,shg_savings_linked,shg_shg_npa,shg_shg_npa_pct,shg_shg_o_s,shg_target,shg_target_no,social_security_3,social_security_eligible_cases_under_pmjjby,social_security_eligible_cases_under_pmsby,social_security_enrolment_under_apy,social_security_enrolment_under_pmjjby,social_security_enrolment_under_pmsby,social_security_renewals_under_pmjjby,social_security_renewals_under_pmsby,social_security_total_enrolment_no,sui_no_of_female_account,sui_no_of_male_account_to_sc,sui_no_of_male_account_to_st,sui_sum_of_female_amt,sui_sum_of_male_amount_to_sc,sui_sum_of_male_amount_to_st,uncategorized_agri_and_allied_sector,uncategorized_application_received,uncategorized_bank,uncategorized_bank_name,uncategorized_bc_csp,uncategorized_block,uncategorized_disbursed_amt,uncategorized_disbursed_number,uncategorized_msme_priority_sector,uncategorized_other_priority_sector,uncategorized_pending_disbursement,uncategorized_pending_sanction,uncategorized_returned_rejected,uncategorized_sanctioned_amt,uncategorized_sanctioned_number,uncategorized_total_priority_sector,weaker_section_os_dri_scheme,weaker_section_os_minority_communities,weaker_section_os_others,weaker_section_os_pmjdy,weaker_section_os_scheduled_caste,weaker_section_os_scheduled_tribes,weaker_section_os_self_help_groups,weaker_section_os_small_and_marginal_farmers,weaker_section_os_total_weaker_section,weaker_section_os_women_beneficiaries,women_finance_cy_disb_amt,women_finance_cy_disb_no,women_finance_o_s_amt,women_finance_o_s_no
Lower Subansiri,March 2018,31-03-2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,41.7851510408094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,OBC,,,,,0.0,,0.0,,1.0,35.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,OBC,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Kurung Kumey,March 2018,31-03-2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,27.798109560852716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,PNB,,,,,2.0,,0.0,,2.0,22.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,PNB,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Kra Daadi,March 2018,31-03-2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,21.62529202200871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11.0,VJB,,,,,9.0,,0.0,,2.0,25.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Kameng,March 2018,31-03-2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,57.409947158242915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,244.0,SBI,,,,,224.0,,3.0,,17.0,33.0,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,SBI,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
West Kameng,March 2018,31-03-2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,18.039876442871815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,SYN,,,,,0.0,,0.0,,4.0,50.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,SYN,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tawang,March 2018,31-03-2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,8.570184532056738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,UBI,,,,,0.0,,0.0,,1.0,31.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,UBI,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Papum Pare,March 2018,31-03-2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,30.523496947925054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,UCO,,,,,0.0,,0.0,,4.0,122.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,UCO,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Siang,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRB,,SBI-BC-SUSHRUSHA-CSP,Boleng,,,,,,,,,,,,,,,,,,,,,,,,
Upper Siang,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRB,,,Geku,,,,,,,,,,,,,,,,,,,,,,,,
East Siang,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRB,,,Mebo,,,,,,,,,,,,,,,,,,,,,,,,
West Siang,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBI,,,Aalo East,,,,,,,,,,,,,,,,,,,,,,,,
Papum Pare,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBI-CSP,Balijan,,,,,,,,,,,,,,,,,,,,,,,,
Lower Subansiri,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBI,,,Raga,,,,,,,,,,,,,,,,,,,,,,,,
Upper Subansiri,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBI,,SBI-CSP,Daporizo,,,,,,,,,,,,,,,,,,,,,,,,
Kurung Kumey,September 2019,30-09-2019,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,Damin,,,,,,,,,,,,,,,,,,,,,,,,
